X,text
606,Street vendors are facing so much difficulties to sell Boz their is lack of small denomination in the city demonetization currencyban
607,DeMonetizationFinallyNo country at such a large scale has gone ahead with such a move Give it to all us citizens…
608,So petrol pumps debunking oldnotes as fake and refusing We had got them from bank atm Demonetization
609,"Crores rupees of cash found inmedical colleges Clearing the massive rot in medical admissions

Demonetization"
610,The only credible death demonetization has caused seems to be of ArvindKejriwals political career D
611,Modi wants your money Not your opinion Demonetization proves it
612,All the opposition which is protesting against demonetization should be asked to protest at LOClets see how many gathers bloody swine
613,Goes another narendramodi claimed benefit of Demonetization after Terrorists ensuring their supplies now Fakes too
614,CNNnews For person with Chit Fund ShardaChitFund knowledge in mind it is difficult to explain how Demonetization helps
615,Have patiencedemonetizationwill take time It is really a tough decision and will have lot of consequences
616,csirisha Yes Madam Chakravarthy Annas Speech on Demonetization is available in YouTube U can Watch
617,BANKING ACTIVITY AFTER DEMONETIZATION bwNovtoNovA massive strike on black money For more u…
618,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…"
619,"Is Demonetization Apply for Urban not for VallagersVillagers dnt hv CCDebit Cards Paytm
NDTV BlackMoney"
620,Demonetizationnew announcements to incentivize digitization and help farmers Read more
621,This whole demonetization issue in India again proves one thing Bollywood actors are all for sale at the right price
622,demonetization is nothing but IT raid on poors of this country
623,Where smitharnair tries to obfuscate Anna Hazares views but he explainsdemonetization with a rustic charm
624,"Demonetization move has dealt a body blow to the nefarious designs of PakistanSeparatist nexus

KashmirUnrest Gui…"
625,I love demonetization yes Thanks Modiji for finishing off the banana republic
626,NitishKumar Thanks Sir to support our PMModi for demonetization blackMoneycleanup
627,"Was speaking to my neighbourhood chemist today about DeMonetization This is what he had to say

Yes our"
628,A Round Table on Long amp Short Term Impact of Demonetization on Indian Economy amp GDP organized by…
629,"Check Out The Topcurrencies
Read At"
630,Indian online payment firm Paytm says it has addedmillion new users in the two weeks since demonetization
631,Most of farmers has no bank account they cant go everyday to exchange money leaving their daily wages demonetization tvkannada ndtv
632,demonetization when its difficult to change rshow can we expect narendramodi to change INDIA LOL
633,Logistics add to delay in replenishing ATMS
634,"Very Important Message for National Unity and safety 
If u agree please RT
MamtaBanerjee
OppositionXposed…"
635,Abhishek Lodha MD LodhaGroup tells us why buyers will stay positive after the demonetization move CNBCTVNews
636,"Is India’s demonetization move the final play or is there more to come
Know more"
637,mediacrooks ndtv TimesNow IndiaToday All Deshdrohi came together to fight with our Great PMModi blackMoneycleanup demonetization
638,DeMonetization is just like Pushup Bra it looks impressive but the reality will be remain same
639,Demonetization Teen commits suicide in India after failing to withdraw cash for exam fees
640,I find ppl economists so called journalists who are condemning narendramodi for demonetization but not a single advice or suggestion
641,Demonetization Lutyens Media played negative role in PM Modi s crusade to unearth black money Evident which side theyd lik…
642,An idea can take your life This must be the slogan of the Demonetization implemented by Modi
643,After Rajini amp Kamal Mohanlal amp AamirKhan comment on Modi s Demonetization move
644,And the Oscar goes to MrUDUEUUU edUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADdemonetization
645,awasthisgovernment cud have reduced bygetting note of same size askbokil demonetization
646,Please release more small denomination please stop Notes it is not useful muchNo one is ready to exchange demonetization ModiMosa
647,India demonetization amp markets net foreign outflow B stocksbonds since NovNiftyMSCI IndiaEPS cut…
648,"From MannKiBaat to JanKiBaat on demonetization 
Youth on DEMONETIZATION janjankibaat narendramodi PMOIndia…"
649,"No Service charge for online ticket booking
Read More"
650,All the congressis are crying like babies because NarendraModi through his demonetization have given blow to them DeModitisationMarch
651,"Most people are with you narendramodi on Demonetization
Pl run a poll on where citizens face most harassment in the hands of the corrupt"
652,Minority institutions are exempt from Demonetization How can IT conduct raids
653,RT if you support Demonetization and Favorite if you are against it BlackMoney
654,corporationbank today announced at am to people standing in line since dawn that nobody will get more thanWTHdemonetization
655,PM asks for opinion on demonetization via official NarendraModi app
656,So whats the limit k per week Savings account amp k per week Current account Demonetization
657,PM asks for opinion on demonetization via official NarendraModi app
658,Demonetization Announcements by FinMinIndia DasShaktikanta
659,Attend the round table session on effect of Demonetization today HotelMET BWBusinessworld anuragbatrayo
660,So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modis demonetization move Ha
661,RakhiSawant Appreciates PM NarendraModi over Demonetization
662,Round Table on Impact of Demonetization on Indian Economy amp GDP organizedBWBusinessworld HotelMET PMOIndia…
663,Demonetization will not affect any upcoming election that BJP faces in coming days amp People amp as party we are confident of PM Move V Naidu
664,"This cuts through the bullshit into critical legal issues regarding DeMonetization
MustRead"
665,At last Jagan responds on the Demonetization issue
666,We cannot change the reality of demonetizationbut we can change how we deal with it Talk to us to deal with st…
667,Impact of Demonetization on payments at supermarkets and hypermarkets owned by Future Retail
668,Mobile payment wallet apps see tremendous growth in users and transactions demonetization via TheNextSiValley
669,Its Game Set amp Match to PM Modi Demonetization
670,"Perfect Demonetization message mind blowing end MustWatch 
RT plz muglikar"
671,"If Demonetization was hitBJP would have put a hoardings all across the country 
ArvindKejriwal 
DrKumarVishwas"
672,So whats the limit k per week Savings account amp k per week Current account Demonetization
673,RajThackeray welcomes Demonetization but asks some real relevant questions to the govt on mismanagement and for the trouble…
674,Following Demonetization of RsK notes and launch of RsK notes
675,So it has been more thandays since demonetization announcement what are the potential benefits of the demonetization…
676,So it has been more thandays since demonetization announcement what are the potential benefits of the…
677,Why should weNever Vote For BJPthey just launched a Apple watch app for Demonetization issues Its high tech
678,Demonetization whenever you come back from an ATM everyone at home gives you the Gabbar Singh look and asks you…
679,going by the reaction which party seems to have suffered max loss due to demonetization
680,FreeCharge to onboard one million merchants in nextmonths Demonetization gt Digital India gt Clean India
681,"Read latest NIPFP blogpost titled Demonetization Cure and Care by Dr Pinaki Chakraborty
pinakicha"
682,HPCL Mangalore RO team assisting people during Demonetization
683,Bank amp Atm queue is not reducing but money is reducing Solve the problem soon demonetization ModiMosa tvkannada suvarnanewstv
684,Minority institutions are exempt from Demonetization How can IT conduct raids
685,Useless things right now RsRsamp RsNo one is ready to accept it demonetization IMwithModi
686,PM Modi will go to Parliament armed with millions of Indiansexpressing support for demonetization N
687,You know narendramodi claim of patriotism may not be enough to dig yourself out of the DeMonetization hole you have put…
688,"Whats d fuss about We stood in longer Q in Demonetization PartI
Why should youve issues with Q during PartII
No su…"
689,HPCL GMOSZteam assisting people at Chennai during Demonetization
690,demonetization just about takes care ofchori ka paisa now we have to stop the chori of Babus Politicians Govt Employees amp Judges
691,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…"
692,PMOIndia narendramodi RBI Dear Sir Please do not rollback the Demonetization Come whatever may We will not bend to stupidity of oppn
693,farmers are finding so much trouble to buy farming seeds boz few seed sellers r not ready to accept old notes demonetization currencyban
694,HPCL GMOSZteam assisting people at Chennai during Demonetization
695,Indias Modi Didnt Do His Homework
696,Demonetizationdont know if true till see in news crackdown on people exchanging moneyMust be having crs beyond imagination
697,"This cuts through the bullshit into critical legal issues regarding DeMonetization
MustRead"
698,Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing
699,"RUMOUR Mohanlal InvestedCrores Overseas Foreseeing NoteBan
Lalettan Demonetization Mollywood"
700,Demonetizationdont know if true till see in news crackdown on people exchanging moneyMust be having crs beyond imagination
701,Have You Shared Your Views on Demonetization to PMModi Take Part in Survey on NMAppamp Be A Part of Nation Build…
702,Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing
703,At this point where should PayTM focus its marketing demonetization
704,HPCL Bangalore RO Helping Banks with Demonetization Drive
705,"Very informative thread on Demonetization
Must Read"
706,Indian PC market is expected to be sluggish because of demonetization says IDC
707,Rare sight corrupt queue up to confess their crime before Bapu the original sinner who inflicted Nehru on India…
708,Is demonetization a gamechanging eco reform thatll hit terror funding fake notes amp black economy
709,Days before Demonetization announcement ncbn sold his Heritage sharesclearly evident that he had prior knowledg… …
710,Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing
711,DeMonetizationit will always be Visionin hindsightmany things could hv been done better it was done with s…
712,DeMonetizationPpl are ready to give narendramodi theDays he asked for in the war against corruption and black m…
713,DeMonetizationother than the usual suspects making usual noisesmajority of Indians still trust narendramodi on a…
714,DeMonetizationFolks who used to do big ticket purchases like bikes cars using cash have vanished away
715,Lalit JoshiAfter Demonetization Good Governance from Babudom is required for Transforming India
716,DeMonetizationBM hoarders finding ways to move their cashadvance salaries in cash repaying old dues to govt and…
717,DeMonetizationGovt has either improvised or did course correction in steps taken limits improvement and old notes f…
718,DeMonetizationmany families realised that they can live with less cash in hand by moving to plastic and online Trxns
719,Stillof atms are out of order or cashless We public are facing so much of troubledemonetization btvnewslivesuvarnanewstv
720,DeMonetizationmalls and markets are getting back to life with purchases and folks are getting their change to K not…
721,DeMonetization heard from HNIs that they r getting calls to convert their BM to new notes withcutmeans new not…
722,You know narendramodi claim of patriotism may not be enough to dig yourself out of the DeMonetization hole you have put yourself in
723,DeMonetizationppl who hv hoarded the cash are still to start depositing in bank acctsGuess they expect an extn or…
724,DeMonetizationthe newnotes are not yet coming out of majority of the recalibrated ATMs Ppl who had small amoun…
725,RohinisghET Why is the tv media not showing the truth that people are accusing Modis DeMonetization in real life
726,Demonetizations Impact On the India Retail sectorReTales by Pankaj RenjhenET Retail
727,"Demonetization EffectNaxals Surrender in Odisha 

Read"
728,A fruit vendor from Kolkata supports the Demonetization move by NarendraModi narendramodi BJPIndia
729,"PareshRawaltake onandnote demonetization 
Proud Bankofficials IndianRupee Fight Corruption…"
730,A fruit vendor from Kolkata supports the Demonetization move by NarendraModi narendramodi BJPIndia
731,Jan Dhan accs crditd wid K Crs aftr demonetization n mor intrestng fact is dat d hiest amt of mnys bn deposted frm socld POOR state WB
732,Watch todays debate on opposition stopping proceedings in parliament due to Demonetization only on TV Marathi to…
733,Bank Mangers amp staff happy to receive handmade cards for their hard work in demonetization from aolschools studentsSri…
734,Yesterdays right answer May not be todays right answer Demonetizationeffect demonetization BlackMoney DeMonetisation
735,Godwins law Modified for the demonetization
736,Its Game Set amp Match to PM Modi Demonetization
737,SriSri Sri Ravi Shankar supports demonetization hails PM narendramodi
738,OfficeOfRG ArvindKejriwal etc Indians can see through hypocrisy Dont b blind in opposing you are embarrassing yourself Demonetization
739,This isnt as awful as the demonetization woes I hear from field partners in villages but I see a pattern here n
740,Most funny amp ironic statement since the first day of DeMonetization
741,Shiva Sena and SAD fall in line with the government on Demonetization Say we support the decision NewIndianXpress
742,"Very informative thread on Demonetization
Must Read"
743,People still scrounge the streets in search of money demonetization
744,"PMO DEMONETIZATION SaveThePeople
The innocent poor common people of India are victims of harassment by the"
745,Absolutely hilarious corrupt protesting in the name of poor against Demonetization
746,Where are all the rich people in the line If that what youre wondering too
747,"Excellent AnanthKumarBJP
An equanimous narendramodi watching all out efforts to undermine demonetization in THE…"
748,Time to go cashless DemonetizationTRAI slashes USSDbased mobile banking charges
749,"Day
HPCL TheOfficialSBI UPPTA AshutoshJindalS flytoak NotThatPilot PetroleumMin ArunThejacks 
CHHOTA ATM…"
750,Yet another loss of life a student suicide due to Modis lunatic demonetization policy
751,Yesterdays right answer May not be todays right answer Demonetizationeffect demonetization BlackMoney DeMonetisation
752,"Ashi JiAshiQuotes you hit nail on the head with this edUAUBDedUBUtweet edUAUBDedUBU

DeMonetizationSavesLife BenefitsOfDemonitization DeMonetization"
753,Havent been to an atm even once since demonetization Left with Rscash One of the lucky few tho who can shift to Paytm effortlessly
754,Bypolls BJP calls it an endorsement of demonetization policy
755,Why opposition is against the demonetization move Read Prashants opinion about the issue
756,Demonetizationnew announcements to incentivize digitization and help farmers Read more…
757,"Arvind Kejriwal with People of Punjab discussing problems of Demonetization

What do you think"
758,"After Demonetization looks like its time for the Indian Trusts Act 
to have a facelift"
759,Wow demonetization popularity keeps rising among the poor
760,By not attending Parliament after Demonetization Prime Minister is not setting a good precedent afterall he is
761,DeMonetization is certainly hurting Lord ArvindKejriwal Behen Bagwati OfficeOfRG and MamtaOfficiaI a LOT
762,"Huge support for PM NarendraModii ’s demonetization Move Across the Nation 
 people back demonetization Cvoter…"
763,CITIZENS SUD HV SAY IN JUDGE APPOINTMENTS After cleaning TOP ministry amp DeMonetizationtime to sanitize…
764,Slowly but surely more and more people in real life and on Twitter are beginning to oppose demonetization Observation
765,"From MannKiBaat to JanKiBaat on demonetization 
Washerman Sonu on DEMONETIZATION janjankibaat narendramodi…"
766,We are not against demonetization but just against the way they implemented itAmar Singh
767,Now Jaya Bachchan joins Mamata at Jantar Mantar Did she forget Panama Papers Son amp daughter in law support she opposes DeMonetization
768,SigmundQuadros TheGhostRider Only till th November midnight as of now demonetization
769,AshokaRoad ROFL If demonetization fails it means the Govt has taken a revenue hit Then where do we have the money for war WarMoney
770,BJPINDIA you can stop commenting on demonetization its done amp dusted People have accepted amp supported this action
771,of people surveyed say the inconvenience caused by DeMonetization is worth the effort amp remaininginclude corrupt politicians
772,With ATM lines being long the new way a guy says he loves a girl should be Love you to ATM and back Demonetization kthanxbye
773,lhsummers raises serious questions about Indias demonetization
774,A whoppingof people surveyed say the inconvenience caused by DeMonetization is worth the effort as per a
775,IndiaPostOffice reaching out To Hospital Wards to facilitate patients for exchange of Old bank Notes after…
776,
777,"RatanSharda RT ModiBharosa Huge support for PM narendramodi ’s demonetization Move Across the Nation 
 …"
778,"Never vote for BJP is trending So lets polledUAUBDedUBU

After demonetization amp currencyban will you vote BJP Do you support PM na…"
779,"Dont fall for rumours on Demonetization 
Follow RBI PIBIndia FinMinIndia for real news

Issued In Public Interes…"
780,Demonetization benefits are being passed on
781,In which Calvin amp Hobbes plan Demonetization
782,After two weeks since NovIt is too late to rollback demonetization Interests of the people will be best served if this goes smoothly
783,ncbn knew about demonetization says ysjagan
784,"India demonetization
Gujarat Man ends life over fund shortage ahead of daughter’s wedding"
785,How brands are now trying to take advantage of the demonetization move
786,Why is Service Guarantee Act not being implemented which would reduce corruption and help common ppl Demonetization
787,"YSRCP Chief YS Jagan Mohan Reddys response to a media friends question
Demonetization YSJagan Ysrcp NCBN Tdp …"
788,"A well written article
DeMonetization
Demonetisation Are the poor really suffering"
789,"India demonetization
Gujarat Man ends life over fund shortage ahead of daughter’s wedding"
790,One wonders if MamtaBanerjees proposed national antidemonetization tour will benefit WB a state that she is charged to protect amp serve
791,Clear Failure of Govt in handling demonetization Should have been dealt a lot better Demonetization
792,We are just institutionalized Lets hope the best things come out of demonetization
793,"YSRCP Chief YS Jagan Mohan Reddys response to a media friends question
Demonetization YSJagan Ysrcp NCBN Tdp"
794,"Respected Supreme Court please check if this can also cause Riots Kindly check with ArvindKejriwal 

demonetization 
S…"
795,A little noticed consequence of demonetization drive of narendramodiis thatvalley of Kashmir has gone very quiet no…
796,you need an another proof that Demonetization is a BIG scam
797,"Rajya Sabha adjourned over demonetization
The RajyaSabha on Wednesday was adjourned for the day amid…"
798,We are just institutionalized Lets hope the best things come out of demonetization
799,sardanarohit But PMs Tears still flowingTwo times indays after Demonetization
800,In her speech MamtaBanerjee Ji outlined that demonetization was unnecessary as economy was doing good Accidental praise for PM Modi
801,‘Taking bribe a necessity’ Corrupt UP babu via htTweetsThis is why people saying demonetization good for India
802,"NDA Govt Stands With People
 Eases Demonetization Norms"
803,"NDA Govt Stands With People
 Eases Demonetization Norms"
804,"NDA Govt Stands With People
 Eases Demonetization Norms"
805,"NDA Govt Stands With People
 Eases Demonetization Norms"
806,Rupee sliding to its lowest level ever asbn flees Indian markets
807,Anti corruption crusader clear on demonetization being True step towards corruption free India notwithstanding ArvindKe…
808,"RightTimeToInvest
While the entire nation is debating about the after effects of Demonetization our founder"
809,A very senior exRBI official told me that the RBI cannot declare a special dividend post Demonetization unless RBI Act is amended
810,Is Demonetisation only making the poor suffer rich are still safe AfterEffects Poll demonetization VoteNowLabours …
811,"Demonetization Reporter to Dr wath was the biggest mistake of ur life
Dryears agoI increased my consultation fees frmto"
812,Demonetization should only be implemented in times of crisis India has implemented in a time otherwise and chaos will e…
813,CM MamtaBanerjees Jis speech on demonetization was high in rhetoric but lacked substance She missed a chance to offer practical advice
814,What will Indias central bank do withbillion worthless banknotes
815,"Dy CM msisodiadetaiend at Parliament Street Police station as they march to Parliament against Demonetization

not…"
816,Hitler finds out about demonetization must watch this video Hilarious Read the subtitles
817,news summaryindiasdemonetization drive to help dictatebjpmodis fortunes
818,ndtv the whole world appreciating demonetization Bt Ull nt Leve ur old hobbit
819,BJPINDIA you can stop commenting on demonetization its done amp dusted People have accepted amp supported this action
820,"Indirect benefit of demonetization
Air in New Delhi turned cleaner If one goes by time spent on TV News on the topic it ought to be Sad"
821,"YSRCP Chief YS Jagan Mohan Reddyresponse to a media friends question
Demonetization YSJagan Ysrcp NCBN Tdp"
822,Where gory warnings fail cash crunch prevails Cigarette sales downafter Demonetization
823,WATCH This video of Hitler reacting to Modis demonetization move is hilarious
824,"From MannKiBaat to jankibaat on demonetization 
Auto drivers on DEMONETIZATION janjankibaat narendramodi…"
825,ndtv really shamefull moment Y u showing double standard against demonetization Ull pay fr it in upcoming elections
826,"Never vote for BJP is trending So lets polledUAUBDedUBU

After demonetization amp currencyban will you vote BJP Do you support PM narendramodi"
827,If Demonetization was a hit BJP would have put Hoardings across India agree
828,Due action must be taken against the politicians journalists and judges who portrayed Demonetization as Crisis just as false terror alerts
829,"Was speaking to my neighbourhood chemist today about DeMonetization This is what he had to say

Yes our"
830,"PMOIndia 
Demonetization 
Parallel economyblack money
Current rate of conversionre generating black money"
831,Adegree looks at one of the most unprecedented events of our time Demonetization
832,ANInews if govt informed well before implementing the demonetization opposition partys amp black holders wr happy
833,Demonetization it had lost its credibility when Pak was attached right
834,"Tata has always supported the moves that helped people Now RNTata supports demonetization move by the government
TataIndia"
835,ArvindKejriwal MamataOfficial officeffRG SitaramYechury Congrats you are getting international support in your fight demonetization
836,Economic impact of demonetizationSmaller Showrooms shops have started firing their sales executives quietly as sa…
837,Black to White Money Transfer Hilarious call
838,Startups owned demonetization but could we see a FinTech fall
839,When our countrys economy was moving at a steady rate govt brought in demonetization that really shuffled our co…
840,More thanIndians to lose job in nextmonths due to badly planned demonetization by Modi govt
841,MVenkaiahNaidu blames opposition for not allowing Parliament to function by creating uproar over demonetization iss…
842,Central team visits Telangana to assess situation in context of demonetization
843,Our Equity Chief Mahesh Patil spoke to prashantnair on Demonetization on CNBCTVLive today
844,News Demonetization windfall Civic agencies recordincrease in tax collection via htTweets India
845,"Dayof wintersession amp no constructive debate on DeMonetization

Only noise chaos amp disruptions by obstructionist …"
846,Opposition is crying for in both the houses for the people Survey results are almostpeople take things differ…
847,When people panic stampedes happen and people dieThis stampede was not caused by Demonetization but by hoarders and liars
848,Telangana govts innovative solution to help farmers affected due to Demonetization
849,"Is Indian Railways still unaware about demonetization 

Will sureshpprabhu manojsinhabjp take note of it

CC narendramodi …"
850,These corrupt leaders were never united against all Corruption but now they are united against Demonetization
851,"With demonetization India has a new VERBPaytm Karo vijayshekhar startupindia rvaidya sourabhs 
Welcome to C…"
852,PM narendramodi urged the people to participate in a survey on his official app Demonetization
853,Anti corruption crusader clear on demonetization being True step towards corruption free India notwithstanding…
854,Along with demonetization Govt must enhance personal incometax tofor those earning above Lakhs for L…
855,"Do Read This
Outsiders take on DeMonetization"
856,I support narendramodi for his incredible decision of Demonetization no matter what the other opposition parties say people are happy
857,Demonetization may lead to home loan rates falling belowwithin the next six months to a year Read more
858,A must read piece on demonetization by PritishNandy in todays MumbaiMirror Fighting corruption Right
859,"currency ban ‘Roll back
demonetizationit has caused riotlike situation’The Times of India on Mobile"
860,Hitler finds out about demonetization must watch this video Hilarious Read the subtitles
861,Hitler finds out about demonetization must watch this video Hilarious Read the subtitles
862,Have a look at what foreign media has to say on demonetization move of PM narendramodi
863,Demonetization Now affecting even the dumb rich who now have to use public transport
864,Withbillion bank notes discarded from economy if kept side by side these notes will go from eastwest of India Demonetization
865,UBk per JanDhanAccount the capacity to transform black money in to clean money is UB Lacs Crs This demonetization is poor in logic
866,Demonetization is the nd word trending after Intolerance Thanks Pappu Kejri Mamta VishalJanSabha KhulkeDulke IndiaKaDil
867,"LampT is retrenchingemployees 
Hope none of the supporters of Demonetization are included"
868,"Has Demonetization helped the people of this nation
Here are the results of our CashMeIfYouCan survey
We would like to thank our respond…"
869,"Rahul Gandhi says Demonetization is the biggest scam

CoalgateLol
G spectrumLmao
Commonwealth ROFL"
870,The rich and the elite lived in homes like these Good thing demonetization didnt happen back…
871,Just took this picture pigeons ready to board aircrafts at the Kolkata airportheading to Delhi to protest against…
872,HuffPostIndia sheer fear mongering preposterous journalism every survey indicates more thanof India has accepted Demonetization
873,Political parties are the worst hit by demonetization amp now organising protest day Public appears to be calm amp queuing silently at banks
874,demonetization dmk humanchains tamilnadu DMK to hold human chains against demonetization on th November
875,"fayedsouza 
AxisBank Bharuchcity inmin u can do both depositn withdrawal noquee just fuss by politicians demonetization"
876,The shortterm impact of demonetization on stock broking amp insurance is Negative but positive in the long term…
877,"ShirishKunder Says the man who dsnt know the difference between shitting and Film Making
demonetization IndiaFightsCorruption"
878,When the common people are supporting Demonetization there is absolutely no reason for protest by opposition parties
879,Central officials led KumarAlok arrived Tripura to assess the situation on the ground after the demonetization of highvalue notes
880,The rich and the elite lived in homes like these Good thing demonetization didnt happen back…
881,Samajwadi Partys Jaya Bachchan and AAP join TMC protest againstdemonetization at Jantar Mantar
882,lakh crore rupees blackmoney collected so far with demonetization amp Congress is protesting at Gandhi statue Theyre shaming Mahatma
883,I personally think that PMOIndias decision for Demonetization is a great decisionso why these opposition parties are protesting
884,hope they give away the cash before deposits P Demonetization NoteBandi
885,"Change is good DemonetizatIon
Oh wait where the fuck is the CHANGE 
DeMonetisationDisaster Demonetizationeffect"
886,All political leaders who oppose Demonetization dont suggest any solutions Why do they want a roll back
887,"Whos Millions UB turns raddi or scrap in few mins r observing AakroshDin UUUDUUBUUUFU 
Demonetization BlackMoney NoteBandi NoteBan"
888,"Huge support for PM NarendraModii ’s demonetization Move Across the Nation 
 people back demonetization C…"
889,Delhi HighCourt has refused to intervene in Demonetization debate at a stage when Supreme Court is hearing petitions on the subject
890,"Per CVoter on Demonetization approximately

 not inconvenienced
 good idea poor implementation
 bad idea poor…"
891,"Is hidden clarification on Demonetization RBI NABARD Cooperative Bank funding announcement 
Banks wont accept old notes from farmers"
892,Demonetization Announcements by FinMinIndia DasShaktikanta
893,firstpost yeah Who the heck loves smooth n steady Todays youth are all for rock the boat n rollercoaster rides p demonetization
894,"Another wastage of money amp time
 just an excuse first dont execute later think of surveytimepass govn BJP…"
895,Days before Demonetization announcement ncbn sold his Heritage sharesclearly evident that he had prior knowledg… …
896,A great write up by a Liberal on demonetizationan article by Jayamohan Worth reading
897,The visionary political leader ChandrababuNaidu leading support ecosystem for an efficient running of…
898,Demonetization Reaction NorthEast Youth from Sonada PMOIndias initiative has restored peoples faith in the govern…
899,Demonetization NorthEast Reaction Kurseong Even though I support it they should have made money available st pu…
900,Demonetization NorthEast Reaction Man from Kurseong we are fully supportive of the initiative taken by narendramodi…
901,Demonetization NorthEast Reaction In Gorkhaland region we did not find anyone who did not support this initiative pe…
902,Demonetization NorthEast Reaction Tourist in Darjeeling government could have introduced smaller currencies a lot o…
903,Demonetization NorthEast reaction Tourist in Darjeeling we can live with short term difficulties but our country ne…
904,Demonetization NorthEastthey are senior citizens they are not literate but they support this initiative I came to…
905,Demonetization NorthEast Reaction Senior Citizen we are happyeveryone faces some trouble but we are very happy…
906,Demonetization NorthEast Reaction Youth PMOIndia took excellent step end terrorism naxalism curb black money we s…
907,Demonetization NorthEast Reaction Senior citizen Kalimpong its ok so what if we have to stand in line this was m…
908,Demonetization NorthEast Reaction Senior citizen Darjeeling though we are facing some inconvenience it is necessary…
909,Demonetization NorthEast Reaction Small businessman it is our duty to support this initiative by standing in line w…
910,Demonetization NorthEast Reaction Darjeeling HDFCBank Manager we helped as many tourists as possible for the sake…
911,Demonetization NorthEast Reaction Kurseong a student says this is a historical step taken by PMOIndia black mone…
912,demonetization what would be effect on intelligence gathering Is National security not compromised
913,Demonetization NorthEast Reaction Kalimpong a driver by profession says even though we face difficulties we support…
914,Demonetization NorthEast Reaction Darjeeling small businessman has a message to opposition parties Help the Govt ins…
915,Days before Demonetization announcement ncbn sold his Heritage sharesclearly evident that he had prior knowledg…
916,"Retweeted Modi Bharosa ModiBharosa

Huge support for PM narendramodi ’s demonetization Move Across the"
917,Afterdemonetization every opposition party try to demoditization but on other side public in full favor of Remoditization
918,Thnksdemonetization else v would ve nevr knwn the lve Didi RAGA nd others hd in dere heart Aprt rm Blk Money it hs bought love out
919,Country is today moving cashless and saying no to black money cant understand why opposition is against…
920,Sir narendramodipls do not blink on demonetization now This is now or never do or diemay be even do and die as a last resort
921,Desperate times call for desperate measures demonetization frugalinnovation jugaad
922,"RT ModiBharosa Huge support for PM narendramodi ’s demonetization Move Across the Nation 
 people back dem…"
923,Govtmust assess impact of Demonetization on Agriculture toarrest Production and Earnings loss …
924,Bharat Bandh called by United Opposition on NovDemonetization They are protesting against a problem by creating a…
925,Someone did a press conference forminutes on demonetization How much black money lost for this guy One Lakh Crore
926,Demonetizationeffect marks the return of jugaad
927,The Effects of Indias Currency Reform Chaos Say Analysts
928,Government Demonetization Process
929,Busting some myths around demonetizationFrom
930,Bharat Bandh called by United Opposition on NovDemonetization They are protesting against a problem by creating a bigger one
931,Demonetizationeffect marks the return of jugaad
932,If you cant manage it please quit Dont take nation for granted Demonetization Cashban UUBUFUUUUUAUUFUEUCUUUB UEUBUUUUUE…
933,If you cant manage it please quit Dont take nation for granted Demonetization Cashban UUBUFUUUUUAUUFUEUCUUUB
934,Tackling DemonetizationNew Steps to Help Citizens Fight the Cash Crunch
935,TimesNow Why Mamata is linking religion with DeMonetization What is her intention NetasCashIn
936,Why Demonetization is Good NewsIncome Taxpayer
937,We are used to of demonetization in Russia weve been robbed by our government every several years
938,airnewsalerts LOL while husband supports Demonetization Jaya ji is against so much to them
939,NDTVTopStories TouristinIndia THIS is what demonetization is all aboutCHANGE attitudes of pplu got soup without cashthats it
940,Impact of Demonetization ArvindKejriwal TweetLikeKejriwal
941,pm narendramodi people in trouble demonetizationedUAUBDedUBUB bannedamp
942,Modi is the st PM to allow people to withdraw money through wedding card apart from debit amp credit carddemonetization
943,"Calling all Nationalists to join
Walk for CorruptionFreeIndia and spread the benefits of Demonetization among…"
944,What is this now SrBachchanjuniorbachchan supporting demonetization but JayaBachchanprotesting against it…
945,DemonetizationMP’s are protesting today
946,Where gory warnings fail cash crunch prevails Cigarette sales downafter Demonetization
947,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
948,Watch briefing on Demonetization by DEA Secy DasShaktikanta this morning here
949,"Vegetable amp Fruit Growers suffering more after demonetization need special provisions
PMOIndia"
950,Delhi SamajwadiPartys Jaya Bachchan joins TMC protest at Jantar Mantar over demonetization issue
951,"colnrkurup TajinderBagga 
People who believe in bearing small pains for building a nation will never complain of…"
952,"Bhaichung Bhutia protest against Demonetization 

Trinamul Congress leader Bhaichung Bhutia today stages protest"
953,After Demonetization Kumar vishwas is getting onlynotes at GB road WhatsTheDealModiji
954,RBI cautions on exch dep old notes demonetization News currencyban READ
955,Our top story today Ministers bureaucrats admit to glaring lack of cohesive planning Demonetization
956,"what is this narendramodi arunjaitley 
Is demonetization a big scam
Are we givin away our real notes n gettin dis inv…"
957,DrKumarVishwas AartiTikoo u cant compare this to the fake notes racket that has been disabled by demonetization
958,YSRCongress Party chief JaganmohanReddy against ChandrababuNaiduHe knew about demonetization
